student_id,age,gender,study_hours_per_day,social_media_hours,netflix_hours,part_time_job,attendance_percentage,sleep_hours,diet_quality,exercise_frequency,parental_education_level,internet_quality,mental_health_rating,extracurricular_participation,exam_score
S17223,22,Female,3.8,1.6,0.7,No,73.6,4.8,Fair,1,Bachelor,Poor,5,No,67.6
S18602,21,Female,2.9,1.8,1.6,Yes,100.0,5.4,Good,0,Bachelor,Average,4,Yes,55.1
S18234,19,Female,2.2,3.3,2.7,Yes,98.0,4.2,Good,5,Master,Poor,10,Yes,53.7
S01115,23,Female,3.2,2.8,1.7,No,88.3,8.7,Good,2,Master,Good,1,No,55.3
S02482,21,Male,3.5,2.5,2.4,No,89.4,3.2,Good,2,Bachelor,Average,1,Yes,47.0
S08951,18,Female,3.1,0.5,0.2,No,78.3,5.3,Good,2,High School,Average,8,No,86.0
S07121,23,Female,5.7,2.8,0.6,No,89.7,6.9,Good,3,High School,Good,3,Yes,87.1
S19191,21,Female,5.6,3.6,1.1,No,84.2,7.0,Poor,6,,Average,6,No,94.6
S11718,20,Female,6.5,3.3,2.0,No,97.7,8.3,Fair,3,Bachelor,Good,3,No,88.2
S01555,22,Female,1.2,2.9,1.0,No,81.5,6.9,Fair,3,Master,Good,6,Yes,46.2
S06345,19,Female,4.0,3.3,2.4,No,100.0,7.2,Good,0,Bachelor,Good,8,Yes,83.4
S29334,,,,,,,,,,,,,,,
S09887,17,Female,4.4,2.8,1.7,No,97.9,3.9,Good,3,High School,Good,8,No,91.1
S12015,21,Female,2.3,1.9,1.5,No,86.3,7.4,Poor,0,Master,Average,6,No,54.8
S05367,18,Female,5.2,4.5,1.2,No,76.7,6.4,Poor,3,High School,Good,4,No,83.6
S19586,23,Other,3.0,2.0,1.9,No,100.0,7.6,Fair,3,High School,Poor,4,No,66.7
S00765,20,Male,4.3,1.5,1.6,No,74.2,7.4,Good,1,,Good,7,No,79.1
S18244,17,Male,3.2,2.0,1.4,No,87.5,5.3,Poor,4,High School,Average,6,No,67.1
S14110,22,Female,6.4,1.1,0.3,No,84.7,4.6,Good,2,Master,Average,4,Yes,100.0
S09044,22,Male,3.2,2.4,0.0,No,84.3,5.2,Fair,4,,Poor,6,Yes,67.2
S17362,24,Female,5.6,4.8,0.6,No,100.0,4.6,Fair,5,High School,Good,4,Yes,72.1
S19486,21,Male,0.2,2.3,1.9,Yes,83.4,9.0,Good,4,Bachelor,Poor,3,No,27.8
S50092,,Male,5.0,5.9,,,74.1,6.4,Fair,,Bachelor,Average,3,,90.5
S08321,20,Male,2.6,4.1,1.5,No,88.8,7.5,Good,2,High School,Poor,1,No,44.8
S06974,24,Female,2.9,1.0,1.3,No,74.5,6.9,Fair,5,Master,Average,7,No,71.3
S22179,-5,Female,1.2,6.0,3.4,No,78.7,8.0,Poor,3,Master,Average,5,Yes,84.8
S19822,22,Female,5.1,3.4,1.7,No,79.3,6.2,Fair,3,Bachelor,Good,7,No,77.2
S06933,18,Male,5.1,1.0,0.7,No,77.5,7.4,Good,6,Master,Average,7,No,97.9
S00428,21,Female,4.8,2.8,0.4,No,79.4,5.7,Fair,3,High School,Good,7,No,82.7
S14863,17,Female,2.7,3.6,1.7,No,79.9,7.4,Good,3,Bachelor,Good,2,No,55.8
INVALID,,,999,3.3,error,,-50,48,POOR,,,wifi,15,,pass
S11835,23,Other,4.2,1.3,0.0,No,80.7,6.6,Fair,2,High School,Poor,2,No,75.1
S11682,20,Female,5.1,2.2,1.6,Yes,72.5,6.2,Good,3,Bachelor,Good,7,No,74.2
S07709,23,Male,5.0,2.1,2.9,Yes,91.2,8.0,Fair,0,Bachelor,Poor,6,Yes,100.0
S00832,24,Male,5.2,2.8,2.1,No,81.2,5.5,Fair,4,High School,Average,4,No,83.7
S40512,19,Female,-17.5,-5.2,-1.0,No,85.5,-1.9,Poor,0,Master,Poor,6,No,35.0
S04450,22,Male,0.8,1.9,2.5,No,80.6,6.7,Poor,0,Bachelor,Good,3,Yes,29.9
S01634,21,Male,3.6,4.5,4.4,Yes,89.7,5.3,Poor,2,Bachelor,Poor,6,No,60.4
S12677,20,Female,1.8,1.4,1.4,No,85.9,9.0,Good,5,Bachelor,Good,6,No,60.1
S10995,21,Male,2.6,1.5,3.1,No,81.5,5.4,Good,2,Master,Average,2,No,55.1
S08905,23,Male,4.2,2.3,2.8,No,79.7,6.0,Good,3,High School,Average,7,No,75.5
S09575,20,Female,4.5,3.7,1.4,No,73.4,8.5,Fair,3,Bachelor,Good,1,No,62.1
S05772,24,Male,3.6,2.6,0.0,No,77.4,7.9,Fair,3,High School,Average,1,No,74.2
S12116,20,Female,3.7,2.6,0.9,No,67.2,7.3,Fair,0,,Good,7,Yes,72.5
S14955,20,Male,4.2,1.6,1.8,No,85.1,4.5,Fair,1,High School,Good,1,Yes,60.8
S14955,20,Male,4.2,1.6,1.8,No,85.1,4.5,Fair,1,High School,Good,1,Yes,60.8
S11476,23,Female,2.0,1.1,0.5,No,91.5,7.4,Fair,4,Bachelor,Good,2,No,51.4
S07044,17,Female,4.7,3.5,0.7,No,78.8,6.9,Good,0,Bachelor,Average,5,No,80.4
S15725,23,Male,4.4,5.0,2.6,No,72.4,7.7,Poor,2,High School,Poor,10,No,71.8
S18456,21,Male,3.9,4.4,3.3,Yes,82.7,6.5,Good,0,,Average,8,Yes,66.7
S09744,20,Female,5.4,2.7,2.9,Yes,72.2,7.8,Fair,1,High School,Good,2,Yes,72.0
S17272,23,Female,3.5,1.7,2.2,No,82.2,7.9,Good,5,Bachelor,Average,9,No,78.9
S16739,20,Female,5.0,2.2,2.4,No,68.1,6.7,Poor,2,High School,Average,2,No,68.1
S19005,21,Male,7.2,1.7,1.2,No,97.2,4.9,Fair,3,,Average,10,No,100.0
S04395,19,Male,1.5,4.7,0.7,No,76.8,7.2,Fair,2,Master,Good,7,No,39.5
S18988,22,Male,4.9,2.4,0.7,No,90.4,5.6,Fair,2,High School,Good,2,No,82.4
S12410,23,Female,4.3,2.3,1.7,Yes,69.2,5.4,Good,1,High School,Average,6,No,79.5
S17568,22,Female,3.2,2.1,1.1,No,90.4,6.9,Good,6,Bachelor,Good,5,No,72.1
S05336,18,Male,4.4,2.5,3.1,No,85.0,6.2,Fair,3,High School,Average,6,Yes,78.7
S08988,23,Female,4.8,2.4,2.9,Yes,83.3,4.6,Fair,1,Bachelor,Average,9,Yes,82.4
S03620,20,Female,4.0,1.1,0.9,No,92.4,8.8,Fair,1,High School,Average,3,No,82.2
S08233,23,Female,4.4,3.0,1.0,No,71.5,7.7,Good,4,Bachelor,Good,6,No,73.1
S02460,24,Male,3.7,1.7,0.0,No,94.0,4.4,Fair,4,Bachelor,Good,5,Yes,74.2
S15456,17,Male,1.6,3.0,1.0,Yes,72.1,9.1,Fair,3,High School,Average,8,Yes,47.2
S01771,21,Male,5.1,2.2,1.9,Yes,99.6,5.2,Poor,3,Bachelor,Average,7,No,88.0
S14969,24,Female,2.7,2.2,1.0,No,84.5,7.1,Good,0,High School,Poor,7,No,62.7
S01251,19,Male,2.6,2.1,1.2,No,84.9,8.0,Good,2,Master,Good,8,No,64.1
S03643,19,Male,2.2,3.7,1.1,Yes,70.3,8.4,Fair,3,Bachelor,Good,8,No,59.1
S18309,22,Female,3.6,4.5,3.2,No,85.1,6.1,Good,1,,Good,7,No,61.6
S18002,24,Female,2.7,3.4,1.6,No,74.8,5.6,Good,6,,Poor,10,No,77.5
S08285,19,Male,2.9,3.8,4.7,Yes,76.8,6.7,Fair,3,High School,Good,6,No,46.8
S06675,21,Male,6.8,4.1,0.9,No,86.2,4.3,Fair,1,Bachelor,Good,5,No,100.0
INVALID,999,?,-10,0.0,999,NO,-50,-1,,50,?,wifi,fine,1,pass
S11655,18,Female,3.8,3.3,3.7,No,72.1,7.7,Fair,6,Master,Good,9,No,80.4
INVALID,0,,,6.1,999,maybe,999,48,1,daily,none,GOOD,15,1,-100
S21461,17,Other,8.3,7.2,5.4,Yes,100.0,10.0,Good,6,Master,Good,10,Yes,53.7
S05113,22,Other,5.6,0.6,2.1,Yes,78.5,8.0,Fair,1,High School,Good,3,Yes,96.1
S02987,20,Other,2.7,0.9,2.1,No,82.9,7.7,Poor,2,High School,Good,5,No,62.0
S03497,18,Male,4.6,2.5,0.4,No,93.4,6.1,Poor,1,High School,Average,10,No,91.5
S07733,20,Female,0.3,0.9,1.6,Yes,77.5,6.5,Fair,2,,Average,4,Yes,30.5
S05078,22,Male,3.8,3.4,2.0,No,84.6,7.4,Good,3,Master,Good,5,No,73.5
S10174,20,Male,6.0,3.6,2.3,No,88.5,8.2,Good,4,High School,Average,5,Yes,89.4
S06351,23,Male,2.9,3.7,2.5,No,79.1,6.0,Good,3,High School,Good,6,Yes,63.2
S03149,19,Male,3.9,2.3,0.8,Yes,89.7,7.3,Good,3,Bachelor,Poor,2,No,72.2
S11963,24,Female,6.7,1.5,1.2,No,67.2,6.0,Good,5,Bachelor,Good,3,No,100.0
S10167,24,Male,1.8,2.0,4.2,No,91.8,8.0,Good,4,Bachelor,Good,8,No,52.1
S06122,23,Male,5.9,2.4,0.9,No,86.4,8.9,Poor,6,High School,Good,3,Yes,91.9
S03973,20,Female,3.0,4.3,4.2,No,81.4,7.8,Fair,2,High School,Good,4,Yes,38.8
S18500,19,Male,4.2,2.0,2.1,No,84.3,4.4,Fair,3,Bachelor,Average,8,Yes,79.1
S16197,17,Male,3.0,1.2,3.1,No,74.8,7.7,Fair,2,Bachelor,Average,7,No,67.1
S08821,23,Female,1.9,2.1,2.2,No,95.6,7.0,Good,3,Master,Poor,3,No,51.1
S07770,20,Female,2.7,2.7,2.0,No,100.0,7.0,Good,4,Bachelor,Good,1,No,53.2
S17839,20,Male,2.3,2.5,3.2,Yes,72.9,4.7,Good,2,Bachelor,Good,2,No,39.5
S18051,21,Female,3.7,3.2,0.0,No,86.2,5.6,Fair,2,Master,Good,4,No,79.6
S11715,19,Male,4.3,2.8,1.8,No,89.7,7.9,Fair,6,Bachelor,Good,6,No,91.3
S10834,20,Male,7.5,1.4,0.0,No,61.6,7.4,Fair,3,,Good,1,No,94.8
S82997,21,,1.7,,4.6,,92.5,,,2,High School,Poor,,No,41.4
S11230,20,Female,1.1,3.1,2.6,No,85.8,5.8,Poor,4,Bachelor,Good,4,Yes,40.5
S02537,19,Female,2.3,1.2,0.8,No,87.4,7.8,Good,4,High School,Good,5,Yes,64.1
S65285,22,girl,1.8,1.1,4.2,n,98.5,4.2,POOR,3,BACHELOR,GOOD,8,part time,83.3
S11146,17,Male,1.7,2.0,0.0,Yes,76.6,7.7,Good,2,High School,Average,10,Yes,68.1
S05399,24,Male,2.5,1.9,1.3,No,88.6,7.2,Fair,3,Master,Average,5,No,54.5
S02330,24,Female,3.7,2.3,0.5,Yes,79.3,7.0,Good,3,Master,Average,5,No,79.4
S06231,20,Female,3.0,3.1,0.2,Yes,96.2,5.2,Fair,0,Master,Poor,9,Yes,77.4
S17772,20,Male,4.2,2.9,1.6,Yes,56.0,5.6,Good,1,High School,Good,1,No,63.9
S00160,20,Male,1.9,2.1,3.2,No,85.1,9.3,Good,4,Bachelor,Average,6,No,65.5
S08028,21,Female,6.4,2.0,0.0,No,77.2,5.1,Fair,3,High School,Average,10,No,100.0
S10282,19,Female,5.3,2.6,1.4,No,91.9,3.5,Good,6,High School,Poor,9,Yes,90.6
S07637,21,Male,3.7,4.1,1.9,No,87.2,6.6,Fair,2,Bachelor,Poor,5,Yes,76.2
S07298,22,Male,1.0,3.8,0.0,Yes,91.8,6.1,Good,6,Bachelor,Poor,7,Yes,53.9
S07218,21,Male,0.7,1.5,2.8,No,88.9,6.3,Fair,5,High School,Average,7,No,59.0
S21016,999,Male,2.7,0.5,0.0,,93.6,4.5,Poor,1,Master,Good,8,,
S03053,22,Other,2.1,1.5,1.2,No,91.3,7.8,Poor,4,Bachelor,Good,7,No,69.4
S08864,18,Female,3.7,2.3,1.4,No,87.3,6.2,Fair,0,High School,Good,5,Yes,65.0
S13164,17,Male,2.1,1.6,2.6,No,95.7,6.2,Good,0,Master,Good,8,Yes,64.0
S14516,20,Male,3.9,2.0,2.7,No,77.8,4.6,Good,3,Bachelor,Good,1,Yes,64.8
S16301,21,Male,3.4,3.9,1.3,No,84.6,8.1,Good,2,High School,Average,4,Yes,56.9
S13237,19,Female,5.0,2.9,1.8,No,93.2,8.1,Good,5,High School,Poor,10,No,97.4
S10853,20,Male,5.5,3.2,1.2,No,81.2,8.3,Good,4,,Good,2,No,74.5
S10454,23,Female,2.9,3.3,2.1,No,82.5,5.7,Fair,3,Bachelor,Good,4,Yes,57.0
S17300,20,Male,2.7,1.0,1.2,No,74.3,8.1,Good,4,Bachelor,Good,1,No,58.2
S06199,24,Female,5.0,3.6,1.2,No,91.4,7.9,Fair,2,High School,Average,6,Yes,85.9
S16064,23,Female,3.6,3.5,4.1,No,73.8,8.9,Good,1,High School,Poor,1,Yes,50.2
S17727,17,Female,4.8,4.6,2.7,No,89.2,6.3,Good,6,,Average,1,Yes,73.4
S03146,21,Male,0.0,0.0,3.3,No,81.9,5.8,Good,5,Bachelor,Average,4,No,30.5
S02552,21,Female,6.0,2.8,2.8,No,81.8,5.0,Good,0,Master,Good,3,No,78.7
S06356,18,Female,4.2,2.7,2.4,No,83.3,7.9,Good,3,High School,Good,8,No,90.2
S08699,22,Male,1.6,2.8,2.5,No,76.7,7.7,Good,3,High School,Good,5,No,48.6
S09271,17,Female,4.8,4.2,1.2,Yes,78.2,7.7,Good,5,Bachelor,Good,5,No,83.2
S07374,21,Other,4.1,3.0,2.0,Yes,71.8,3.2,Good,3,,Average,1,No,67.3
S02577,19,Male,4.2,0.2,1.7,No,86.8,5.7,Good,2,High School,Good,4,Yes,86.3
S18856,22,Female,5.8,3.0,1.8,Yes,73.1,6.9,Good,3,Master,Good,9,No,100.0
S10085,22,Male,3.5,3.5,0.0,Yes,87.5,5.5,Fair,5,High School,Average,2,Yes,70.2
S03924,22,Male,1.5,3.3,1.9,Yes,98.7,6.8,Fair,2,Bachelor,Average,1,No,31.3
S11186,21,Male,3.9,4.0,3.2,No,82.0,6.6,Fair,2,Master,Good,4,Yes,70.1
S18217,21,Female,5.5,1.8,1.0,No,74.8,7.9,Good,0,High School,Good,8,No,98.0
S00593,21,Male,2.4,2.5,0.4,Yes,90.6,7.1,Good,4,High School,Average,5,No,62.6
S18499,17,Female,3.8,2.5,2.2,Yes,79.2,7.1,Good,5,High School,Poor,5,No,69.9
S18797,19,Female,3.2,2.0,1.4,Yes,75.4,8.1,Good,6,High School,Average,3,Yes,59.9
S09978,19,Female,5.2,2.9,1.8,No,81.3,6.9,Fair,2,High School,Average,7,No,91.9
S01801,17,Other,3.5,1.0,2.7,No,90.6,5.6,Fair,5,Bachelor,Average,6,No,80.4
S12861,18,Female,4.9,3.3,1.6,No,74.9,6.4,Fair,4,Master,Poor,2,No,71.7
S15886,18,Male,1.3,1.9,3.9,No,64.0,6.7,Fair,3,Bachelor,Poor,6,Yes,47.1
S50750,abc,Male,??, ,!@#$,Yes,!@#$,#REF!,Poor,!@#$,Master,Good,abc,No,unknown
S04505,24,Male,3.4,1.5,3.4,No,78.2,3.8,Poor,3,Bachelor,Good,5,No,70.8
S00090,20,Female,2.7,3.0,1.8,No,94.5,6.7,Good,3,High School,Poor,4,Yes,61.4
S18590,17,Female,3.5,2.7,1.3,No,85.4,7.7,Poor,6,Master,Average,8,Yes,80.8
S92075,na,Male,MISSING,TBD,true,No,,MISSING,Poor,---,Bachelor,Average,#VALUE!,No,na
S80282,23,Male,0.0,7.2,5.4,Yes,56.0,3.2,Poor,0,High School,Poor,1,No,98.0
S17235,19,Male,2.9,1.1,1.3,No,91.2,7.4,Poor,1,High School,Poor,5,No,66.3
S13165,20,Female,4.3,0.9,1.4,Yes,86.6,5.2,Good,2,High School,Good,4,No,77.7
S12289,22,Female,5.0,2.8,0.9,No,86.2,4.7,Fair,3,Master,Average,4,No,88.3
S04303,17,Male,1.9,2.8,1.5,No,81.5,5.4,Fair,3,Bachelor,Average,5,No,55.5
S18531,19,Female,3.4,3.0,2.3,No,95.7,5.7,Fair,4,Master,Poor,6,No,65.8
S07962,20,Female,4.1,3.0,1.3,No,70.6,7.1,Poor,5,High School,Poor,7,Yes,81.1
S87299,,,,,,,,,,,,,,,
S16039,19,Female,4.4,1.6,2.4,Yes,80.2,6.5,Fair,2,Bachelor,Poor,6,Yes,82.8
S08912,22,Other,2.4,3.5,1.3,No,89.5,8.9,Fair,3,High School,Average,2,No,56.2
S19066,19,Female,2.8,2.1,1.6,No,68.6,6.4,Fair,2,,Average,5,No,58.8
S37815,21,Female,7.4,,0.2,Yes,,5.1,Good,6,Master,Poor,,,46.6
S03962,20,Female,1.7,2.1,2.7,No,91.0,6.0,Good,1,,Good,2,No,43.2
S03348,22,Female,3.8,4.0,3.0,No,73.5,7.7,Poor,5,High School,Average,5,No,69.7
S19905,20,Female,4.4,2.2,0.9,No,79.7,6.8,Good,4,Master,Good,7,Yes,77.7
S19017,20,Male,1.1,3.9,1.9,Yes,92.5,4.4,Fair,5,High School,Average,1,No,41.2
S13063,20,Male,3.1,0.5,0.2,No,89.0,6.4,Poor,4,High School,Average,8,No,80.0
S14430,20,Female,4.3,1.3,3.0,No,96.7,5.6,Poor,4,Bachelor,Average,5,No,72.8
S09530,21,Female,2.5,2.6,3.1,No,78.4,8.9,Poor,3,,Average,7,No,54.9
S16747,23,Male,2.6,2.2,2.4,No,60.6,5.3,Poor,3,High School,Average,3,No,52.6
S01636,19,Female,5.1,2.1,1.2,No,77.2,6.3,Good,2,Bachelor,Average,9,No,89.6
S06655,24,Female,2.0,3.8,2.6,No,76.0,7.7,Fair,4,Bachelor,Average,5,Yes,50.3
S44530,22,Male,2.9,1.3,3.7,,,6.5,Poor,1,Bachelor,,8,,79.2
S15329,20,Male,3.6,1.2,1.5,No,85.8,6.7,Good,6,,Poor,3,No,74.6
S12207,20,Male,4.8,3.9,1.2,No,99.2,5.8,Fair,0,High School,Poor,5,No,74.8
S18826,20,Male,2.9,0.8,1.6,No,88.6,6.2,Poor,3,Master,Good,9,Yes,82.1
S01816,22,Female,4.3,2.7,2.1,No,95.5,8.0,Good,6,High School,Good,5,No,75.2
S19605,20,Female,2.7,3.9,1.8,No,80.6,3.4,Poor,4,High School,Average,5,Yes,52.5
S10363,20,Female,3.9,3.7,1.3,Yes,88.5,7.5,Fair,2,High School,Average,2,Yes,62.6
S11809,20,Female,3.2,2.8,2.0,No,74.1,6.0,Fair,3,Bachelor,Good,7,Yes,69.5
S18301,20,Male,2.1,1.0,0.9,No,72.5,6.0,Fair,4,High School,Good,4,No,52.7
S02059,21,Male,2.4,1.5,1.9,No,69.2,6.1,Fair,4,High School,Average,10,No,70.3
S10471,22,Male,3.7,3.1,0.0,No,77.0,6.1,Good,2,High School,Good,3,No,70.7
S19044,17,Female,3.3,3.1,1.6,No,81.0,7.0,Good,0,Bachelor,Average,5,No,68.0
S06507,23,Female,3.0,2.8,1.1,Yes,87.2,4.8,Fair,3,High School,Poor,5,No,60.0
S02882,20,Female,3.7,1.3,2.9,No,73.2,7.1,Good,3,Master,Good,4,No,73.1
S00021,24,Female,2.1,3.4,3.1,No,76.5,7.7,Good,4,,Average,8,Yes,64.8
S13550,24,Male,2.7,3.3,3.1,No,72.6,6.5,Good,4,Master,Poor,6,Yes,60.9
S04321,22,Female,3.0,1.7,0.3,No,58.4,4.2,Good,5,High School,Good,6,No,57.6
S08994,22,Female,3.2,3.8,1.0,No,75.4,5.9,Fair,3,Master,Poor,7,No,69.3
S02656,21,Male,2.8,1.7,2.2,No,80.2,5.8,Good,2,High School,Good,4,No,66.8
S18596,17,Male,2.7,1.4,2.3,No,92.2,7.1,Poor,5,Bachelor,Good,7,Yes,63.4
S16618,23,Female,3.8,2.4,2.4,No,84.0,6.7,Good,3,Bachelor,Good,4,No,61.3
S10259,20,Male,4.2,2.3,0.8,No,86.3,8.2,Good,1,High School,Poor,7,No,84.3
S00188,21,Female,6.6,4.0,2.9,Yes,90.6,7.4,Good,2,High School,Good,3,No,95.1
S09697,22,Female,2.0,1.2,2.4,No,99.8,6.1,Good,0,Bachelor,Poor,7,Yes,54.9
S09963,18,Male,2.7,4.5,1.6,No,87.7,6.7,Fair,4,Master,Average,9,Yes,64.6
S08045,19,Female,3.5,3.2,2.6,No,100.0,7.1,Good,3,Master,Average,7,Yes,66.0
S10758,20,Female,6.2,3.7,1.6,Yes,70.6,4.3,Good,0,High School,Good,7,Yes,87.5
S09119,19,Female,4.1,2.4,4.7,No,100.0,7.3,Good,1,Bachelor,Average,4,Yes,58.7
S02160,20,Male,3.9,3.2,1.7,No,77.3,7.3,Good,0,,Average,10,No,82.8
S13298,24,Female,3.8,2.5,1.2,No,89.6,6.8,Fair,6,Bachelor,Average,3,No,81.9
S18655,17,Female,2.7,1.7,2.1,No,75.3,7.1,Fair,5,Bachelor,Average,4,No,67.1
S11982,24,Female,2.5,1.8,1.9,No,86.8,7.7,Poor,4,Bachelor,Poor,10,No,74.4
S13125,22,Female,1.7,0.0,3.0,No,95.1,7.0,Fair,5,Bachelor,Good,4,No,55.2
S14772,23,Female,4.2,2.3,2.7,No,100.0,5.4,Good,2,Master,Average,2,Yes,70.0
S18712,23,Male,3.4,1.6,0.9,No,63.1,6.2,Poor,2,Bachelor,Good,3,Yes,65.9
S15316,21,Female,1.7,2.5,1.2,No,77.6,5.8,Fair,0,Bachelor,Average,4,Yes,35.3
S15079,22,Male,2.3,3.0,0.6,No,100.0,6.9,Fair,5,Master,Good,5,Yes,63.7
S06232,24,Male,3.1,4.3,2.6,No,80.4,6.3,Poor,5,High School,Good,3,No,64.0
S12722,19,Female,3.1,2.2,1.9,No,81.2,6.5,Poor,1,Bachelor,Good,2,No,58.1
S04390,19,Female,4.6,2.9,1.7,No,74.8,7.3,Good,4,High School,Good,1,No,67.9
S19200,20,Female,2.9,0.0,1.3,No,57.1,6.1,Good,1,High School,Good,2,No,52.2
S10370,19,Female,5.4,2.9,2.1,Yes,77.7,5.7,Poor,2,Bachelor,Average,5,No,80.1
S11941,20,Female,1.1,1.1,1.5,No,80.3,6.6,Good,1,,Average,2,No,50.4
S03335,23,Male,5.8,3.8,2.2,Yes,74.4,8.6,Fair,3,Bachelor,Good,4,Yes,80.3
S09760,21,Female,5.0,1.0,0.0,Yes,83.2,7.1,Fair,2,High School,Poor,7,No,91.7
S15659,20,Female,2.2,0.8,0.0,Yes,82.5,8.2,Fair,4,Bachelor,Average,3,No,68.2
S01146,18,Female,2.8,2.4,2.6,Yes,94.0,7.7,Fair,3,High School,Good,2,No,69.3
S10003,17,Male,6.8,1.5,0.0,No,89.0,6.7,Good,6,Bachelor,Average,5,No,100.0
S17246,20,Female,3.2,2.9,0.0,No,84.1,8.3,Fair,2,Bachelor,Average,8,No,73.5
S07062,22,Male,4.0,2.1,2.4,No,85.1,4.8,Poor,5,,Average,4,Yes,68.5
S06951,21,Female,5.9,2.7,0.7,No,91.6,6.9,Poor,0,High School,Good,9,No,92.5
S16217,17,Female,4.4,1.7,1.8,No,89.1,4.3,Poor,5,,Good,10,No,96.4
S09034,21,Male,5.3,2.1,3.5,No,80.1,5.5,Good,3,Bachelor,Average,8,No,78.6
S05559,21,Female,3.0,1.3,1.6,No,79.7,6.7,Fair,3,High School,Poor,7,No,71.4
S19186,18,Male,3.7,2.7,1.4,Yes,85.0,6.9,Good,5,Master,Good,8,Yes,77.6
S16211,21,Female,0.1,3.7,1.8,No,65.3,5.8,Fair,4,Master,Good,6,Yes,24.5
S04520,20,Female,2.7,2.1,2.3,Yes,91.7,4.7,Good,0,Bachelor,Average,3,Yes,48.7
S17632,21,Female,2.9,0.7,3.2,No,76.3,7.0,Fair,2,High School,Average,5,No,63.2
S05607,21,Male,3.1,2.2,1.3,No,77.1,6.2,Poor,2,Bachelor,Poor,7,No,61.3
S06927,21,Male,5.0,0.7,2.6,No,87.0,4.4,Good,4,High School,Average,10,No,98.0
S07493,20,Female,2.4,2.1,2.3,No,85.4,7.1,Fair,6,Bachelor,Average,10,No,72.0
S04553,24,Female,4.4,2.5,2.1,No,96.4,7.0,Fair,2,High School,Good,6,No,81.0
S14548,18,Male,2.4,1.7,1.8,No,76.8,7.5,Fair,3,Bachelor,Average,6,Yes,67.8
S15989,23,Male,4.2,2.5,1.9,No,78.6,6.0,Good,0,High School,Poor,5,No,65.7
S19689,23,Male,3.6,2.3,1.1,No,85.3,7.8,Fair,6,Bachelor,Average,5,No,82.4
S00646,20,Male,4.0,0.1,1.7,No,83.6,7.4,Fair,5,Bachelor,Good,4,No,82.2
S05312,21,Male,4.1,2.3,2.1,No,67.8,6.9,Good,6,Master,Average,6,Yes,85.5
S18641,20,Female,4.0,4.5,1.7,No,86.3,7.0,Good,3,Bachelor,Average,1,Yes,65.2
S09523,21,Female,5.5,2.7,0.9,Yes,71.8,6.8,Fair,3,Bachelor,Average,2,No,82.0
S15566,22,Male,4.0,1.7,4.3,No,85.7,4.5,Poor,2,,Average,2,No,52.1
S04399,21,Male,2.1,3.2,1.3,No,78.5,6.4,Good,1,Bachelor,Good,5,Yes,48.4
S16149,23,Female,2.3,3.9,3.6,No,100.0,7.6,Good,1,Bachelor,Good,2,No,51.5
S08663,21,Female,3.7,0.7,0.1,Yes,86.1,6.4,Fair,5,Bachelor,Average,5,No,68.9
S08890,22,Other,0.3,2.0,2.5,No,90.3,5.2,Good,0,High School,Good,6,No,25.4
S17260,23,Male,4.1,3.1,0.2,No,78.5,6.8,Good,4,High School,Average,5,Yes,79.3
S19043,17,Female,6.6,2.0,0.5,No,80.1,5.0,Good,6,High School,Good,6,No,100.0
S49131,19,Other,,1.9,,No,,7.8,Good,2,Master,Good,9,Yes,
S06776,19,Female,2.2,2.6,0.6,No,90.8,4.3,Fair,4,,Poor,5,No,66.7
S17628,21,Female,4.9,4.1,1.0,No,75.7,6.4,Poor,4,High School,Good,5,Yes,85.3
S18474,21,Male,3.3,3.8,1.6,Yes,81.7,4.7,Fair,3,Bachelor,Average,1,Yes,55.8
S16994,18,Female,3.7,2.3,2.2,Yes,70.5,6.6,Poor,2,Bachelor,Good,9,Yes,73.9
S11687,21,Female,4.7,1.5,0.9,No,61.5,7.5,Poor,6,High School,Good,5,No,91.3
S06557,19,Female,4.7,3.8,2.0,No,94.8,8.8,Poor,3,Bachelor,Average,7,Yes,83.9
S14272,18,Male,3.7,3.6,1.1,No,98.6,7.4,Poor,1,High School,Good,3,No,60.6
S12308,21,Female,1.5,3.4,3.1,No,84.2,7.0,Good,6,Bachelor,Average,5,No,50.6
S11263,22,Male,2.4,0.5,3.8,Yes,95.1,3.8,Fair,4,Master,Good,5,Yes,58.0
S07551,19,Male,4.2,5.1,2.7,No,79.5,4.8,Good,3,Master,Average,3,No,64.1
S72623,18,Female,0.0,5.5,4.1,Yes,58.9,3.2,Poor,0,High School,Poor,1,No,96.2
S13885,21,Male,5.2,2.4,0.0,Yes,77.4,7.2,Good,0,High School,Good,1,No,87.3
S05111,19,Male,4.3,2.3,3.9,No,88.8,5.9,Good,2,Bachelor,Average,5,No,73.6
S05613,22,Female,2.4,1.8,2.8,No,76.1,4.5,Fair,2,Bachelor,Average,5,No,55.6
S12671,21,Female,0.0,3.5,3.3,No,85.0,4.4,Fair,2,Bachelor,Average,2,No,23.3
S06490,22,Male,3.5,2.2,0.8,No,78.0,7.9,Poor,3,Master,Good,3,No,66.6
S16976,21,Male,4.1,3.6,2.1,No,84.0,5.8,Poor,1,Master,Average,10,Yes,75.0
S02715,22,Male,5.0,2.3,1.2,No,84.6,6.1,Fair,0,High School,Average,3,No,82.6
S11571,22,Female,3.6,2.7,2.8,No,77.1,6.4,Poor,2,Bachelor,Average,2,Yes,52.0
